year,seniority_level,employment_status,job_title,salary_in_currency,salary_currency,salary,country,remote_ratio,company_location,company_size,ratio,survey,salary_norm,job_category,z_score,modif_z_score
2024,senior,ft,data analyst,147500,usd,147500,us,0,us,m,1.0,ai,2.2594975490196076,Data Analyst,-0.21466860253942086,0.2107812500000003
2024,senior,ft,data analyst,85000,usd,85000,us,0,us,m,1.0,ai,1.3020833333333333,Data Analyst,-0.57002938069481,1.2646874999999997
2024,senior,ft,data architect,175000,usd,175000,us,0,us,m,1.0,ai,2.6807598039215685,Architects,-0.058309860151049574,0.2529374999999996
2024,senior,ft,data architect,117000,usd,117000,us,0,us,m,1.0,ai,1.7922794117647058,Architects,-0.3880846622792507,0.7250874999999999
2024,junior,ft,data analyst,102927,usd,102927,au,0,au,m,1.0,ai,1.7695693286340584,Data Analyst,0.10717372737556939,0.5927361507430979
2024,junior,ft,data analyst,95010,usd,95010,au,0,au,m,1.0,ai,1.6334565460328376,Data Analyst,-0.007215253657973336,0.36191655007619683
2024,junior,ft,business intelligence analyst,157400,usd,157400,us,100,us,m,1.0,ai,2.4111519607843137,Business Analyst,0.6463588218093657,1.6807298286154442
2024,junior,ft,business intelligence analyst,98600,usd,98600,us,100,us,m,1.0,ai,1.5104166666666667,Business Analyst,-0.11061778616236784,0.15326593491238238
2024,junior,ft,data analyst,83000,usd,83000,us,100,us,m,1.0,ai,1.2714460784313726,Data Analyst,-0.31144831480792984,0.25197958790679736
2024,junior,ft,data analyst,64000,usd,64000,us,100,us,m,1.0,ai,0.9803921568627451,Data Analyst,-0.5560495996967554,0.7455478528788754
2024,senior,ft,data engineer,200000,usd,200000,us,100,us,m,1.0,ai,3.0637254901960786,Data Engineer,0.0838344511111062,0.6744999999999998
2024,senior,ft,data engineer,90000,usd,90000,us,100,us,m,1.0,ai,1.3786764705882353,Data Engineer,-0.5416005184423788,1.1803749999999997
2024,senior,ft,ml engineer,250000,usd,250000,us,100,us,m,1.0,ai,3.829656862745098,Data Scientist/ ML Engineer,0.3681230736354174,1.517624999999999
2024,senior,ft,ml engineer,190000,usd,190000,us,100,us,m,1.0,ai,2.9105392156862746,Data Scientist/ ML Engineer,0.02697672660624389,0.5058749999999997
2024,senior,ft,ml engineer,258750,usd,258750,us,0,us,m,1.0,ai,3.9636948529411766,Data Scientist/ ML Engineer,0.417873582577172,1.665171874999999
2024,senior,ft,ml engineer,191250,usd,191250,us,0,us,m,1.0,ai,2.9296875,Data Scientist/ ML Engineer,0.034083942169351636,0.5269531249999996
2024,junior,ft,ml engineer,177100,usd,177100,us,0,us,m,1.0,ai,2.7129289215686274,Data Scientist/ ML Engineer,0.8999717329835689,2.192482187560177
2024,junior,ft,ml engineer,130900,usd,130900,us,0,us,m,1.0,ai,2.0052083333333335,Data Scientist/ ML Engineer,0.30520439814863554,0.9923319853649148
2024,junior,ft,data analyst,99200,usd,99200,us,100,us,m,1.0,ai,1.5196078431372548,Data Analyst,-0.10289353506061558,0.16885230117465827
2024,junior,ft,data analyst,69400,usd,69400,us,100,us,m,1.0,ai,1.0631127450980393,Data Analyst,-0.48653133978098384,0.6052705565183898
2024,medior,ft,encounter data management professional,79500,usd,79500,us,100,us,m,1.0,ai,1.2178308823529411,Uncategorized,-0.4104161107958745,0.8786250000000001
2024,medior,ft,encounter data management professional,57700,usd,57700,us,100,us,m,1.0,ai,0.8838848039215687,Uncategorized,-0.54117712170411,1.2655750000000001
2024,senior,ft,data engineer,179000,usd,179000,us,0,us,m,1.0,ai,2.7420343137254903,Data Engineer,-0.03556677034910458,0.3203874999999998
2024,senior,ft,data engineer,112000,usd,112000,us,0,us,m,1.0,ai,1.7156862745098038,Data Engineer,-0.41651352453168183,0.8093999999999999
2024,senior,ft,machine learning engineer,206000,usd,206000,us,0,us,m,1.0,ai,3.155637254901961,Data Scientist/ ML Engineer,0.11794908581402352,0.7756749999999996
2024,senior,ft,machine learning engineer,97335,usd,97335,us,0,us,m,1.0,ai,1.4910386029411764,Data Scientist/ ML Engineer,-0.49989537751806234,1.0566885624999998
2024,medior,ft,machine learning engineer,223900,usd,223900,us,100,us,m,1.0,ai,3.4298406862745097,Data Scientist/ ML Engineer,0.4557256311834466,1.6844750000000002
2024,medior,ft,machine learning engineer,140100,usd,140100,us,100,us,m,1.0,ai,2.146139705882353,Data Scientist/ ML Engineer,-0.046924493317018146,0.1970249999999999
2024,senior,ft,data architect,75000,gbp,93750,gb,0,gb,m,1.25,ai,2.165677192820347,Architects,-0.24949164385167766,0.3140571969784473
2024,senior,ft,data architect,65000,gbp,81250,gb,0,gb,m,1.25,ai,1.876920233777634,Architects,-0.35666876320293917,0.6319162373813207
2024,senior,ft,data manager,144300,usd,144300,us,100,us,m,1.0,ai,2.2104779411764706,Other managers,-0.2328630743809767,0.2647412500000001
2024,senior,ft,data manager,104800,usd,104800,us,100,us,m,1.0,ai,1.6053921568627452,Other managers,-0.4574510861751826,0.9308099999999997
2024,medior,ft,business intelligence,168000,usd,168000,us,100,us,l,1.0,ai,2.573529411764706,Business Analyst,0.12042560779948516,0.6922500000000004
2024,medior,ft,business intelligence,78400,usd,78400,us,100,us,l,1.0,ai,1.2009803921568627,Business Analyst,-0.41701414345638177,0.8981500000000001
2024,senior,ft,data analyst,207300,usd,207300,us,0,us,m,1.0,ai,3.1755514705882355,Data Analyst,0.12534058999965567,0.7975962499999997
2024,senior,ft,data analyst,114700,usd,114700,us,0,us,m,1.0,ai,1.757046568627451,Data Analyst,-0.401161938915369,0.7638712499999998
2024,senior,ft,data scientist,265000,usd,265000,us,100,us,m,1.0,ai,4.059436274509804,Data Scientist/ ML Engineer,0.4534096603927109,1.7705624999999994
2024,senior,ft,data scientist,220000,usd,220000,us,100,us,m,1.0,ai,3.3700980392156863,Data Scientist/ ML Engineer,0.19754990012083065,1.0117499999999995
2024,senior,ft,business intelligence analyst,120000,usd,120000,us,0,us,m,1.0,ai,1.838235294117647,Business Analyst,-0.37102734492779205,0.6745
2024,senior,ft,business intelligence analyst,100000,usd,100000,us,0,us,m,1.0,ai,1.5318627450980393,Business Analyst,-0.4847427939375165,1.0117499999999997
2024,senior,ft,machine learning engineer,306000,usd,306000,us,0,us,m,1.0,ai,4.6875,Data Scientist/ ML Engineer,0.6865263308626461,2.4619249999999986
2024,senior,ft,machine learning engineer,151600,usd,151600,us,0,us,m,1.0,ai,2.3223039215686274,Data Scientist/ ML Engineer,-0.19135693549242724,0.14164500000000016
2024,executive,ft,data science,300000,usd,300000,us,100,us,m,1.0,ai,4.595588235294118,Data Scientist/ ML Engineer,1.203311165942776,1.4910821759259252
2024,executive,ft,data science,220000,usd,220000,us,100,us,m,1.0,ai,3.3700980392156863,Data Scientist/ ML Engineer,0.14107057845611404,0.24200810185185162
2024,senior,ft,data scientist,167500,usd,167500,us,0,us,m,1.0,ai,2.5658700980392157,Data Scientist/ ML Engineer,-0.10095315352969622,0.1264687499999998
2024,senior,ft,data scientist,138500,usd,138500,us,0,us,m,1.0,ai,2.1216299019607843,Data Scientist/ ML Engineer,-0.26584055459379685,0.36254375000000005
2024,medior,ft,data scientist,194000,usd,194000,us,0,us,m,1.0,ai,2.971813725490196,Data Scientist/ ML Engineer,0.27637910704783925,1.15375
2024,medior,ft,data scientist,125500,usd,125500,us,0,us,m,1.0,ai,1.9224877450980393,Data Scientist/ ML Engineer,-0.1344983813564785,0.062124999999999854
2024,senior,ft,analytics engineer,95000,gbp,118750,gb,0,gb,m,1.25,ai,2.743191110905773,Data Analyst,-0.035137405149154505,0.3216608838273
2024,senior,ft,analytics engineer,60000,gbp,75000,gb,0,gb,m,1.25,ai,1.7325417542562775,Data Analyst,-0.41025732287857,0.7908457575827577
2024,senior,ft,data engineer,194500,usd,194500,us,0,us,m,1.0,ai,2.9794730392156863,Data Engineer,0.05256270263343188,0.5817562499999995
2024,senior,ft,data engineer,147368,usd,147368,us,0,us,m,1.0,ai,2.2574754901960783,Data Engineer,-0.215419124502885,0.21300710000000025
2024,medior,ft,data engineer,165000,usd,165000,us,0,us,m,1.0,ai,2.5275735294117645,Data Engineer,0.10243097327082876,0.6389999999999999
2024,medior,ft,data engineer,117000,usd,117000,us,0,us,m,1.0,ai,1.7922794117647058,Data Engineer,-0.1854831791876713,0.21300000000000002
2024,senior,ft,data analyst,170000,usd,170000,us,0,us,m,1.0,ai,2.6041666666666665,Data Analyst,-0.08673872240348073,0.16862499999999958
2024,senior,ft,data analyst,148000,usd,148000,us,0,us,m,1.0,ai,2.267156862745098,Data Analyst,-0.21182571631417768,0.20235000000000017
2024,senior,ft,data manager,160500,usd,160500,us,100,us,m,1.0,ai,2.458639705882353,Other managers,-0.14075356068309988,0.008431249999999661
2024,senior,ft,data manager,107000,usd,107000,us,100,us,m,1.0,ai,1.639093137254902,Other managers,-0.4449423867841129,0.8937124999999998
2024,senior,ft,analytics engineer,500000,usd,500000,us,0,us,m,1.0,ai,7.659313725490196,Data Analyst,1.7895661862569743,5.733249999999997
2024,senior,ft,analytics engineer,80000,usd,80000,us,0,us,m,1.0,ai,1.2254901960784315,Data Analyst,-0.598458242947241,1.3489999999999995
2024,medior,ft,data infrastructure engineer,241000,usd,241000,us,0,us,m,1.0,ai,3.6917892156862746,Data Engineer,0.5582950479967874,1.9880000000000002
2024,medior,ft,data infrastructure engineer,189000,usd,189000,us,0,us,m,1.0,ai,2.895220588235294,Data Engineer,0.2463880495000788,1.065
2024,senior,ft,data scientist,167500,usd,167500,us,0,us,m,1.0,ai,2.5658700980392157,Data Scientist/ ML Engineer,-0.10095315352969622,0.1264687499999998
2024,senior,ft,data scientist,138500,usd,138500,us,0,us,m,1.0,ai,2.1216299019607843,Data Scientist/ ML Engineer,-0.26584055459379685,0.36254375000000005
2024,senior,ft,research scientist,200000,usd,200000,us,100,us,m,1.0,ai,3.0637254901960786,Data Scientist/ ML Engineer,0.0838344511111062,0.6744999999999998
2024,senior,ft,research scientist,148500,usd,148500,us,100,us,m,1.0,ai,2.2748161764705883,Data Scientist/ ML Engineer,-0.2089828300889345,0.19391875000000003
2024,senior,ft,research engineer,273000,usd,273000,us,0,us,m,1.0,ai,4.181985294117647,Data Scientist/ ML Engineer,0.49889583999660053,1.9054624999999987
2024,senior,ft,research engineer,166500,usd,166500,us,0,us,m,1.0,ai,2.5505514705882355,Data Scientist/ ML Engineer,-0.10663892598018239,0.10960624999999999
2024,senior,ft,data analyst,106260,usd,106260,us,0,us,m,1.0,ai,1.6277573529411764,Data Analyst,-0.4491498583974728,0.9061907499999998
2024,senior,ft,data analyst,82000,usd,82000,us,0,us,m,1.0,ai,1.2561274509803921,Data Analyst,-0.5870866980462687,1.3152749999999995
2024,medior,ft,business intelligence analyst,115000,usd,115000,us,100,us,m,1.0,ai,1.7616421568627452,Business Analyst,-0.1974796022067754,0.24849999999999994
2024,medior,ft,business intelligence analyst,100000,usd,100000,us,100,us,m,1.0,ai,1.5318627450980393,Business Analyst,-0.28745277485005666,0.5147499999999999
2024,medior,ft,data scientist,105000,usd,105000,us,0,us,m,1.0,ai,1.6084558823529411,Data Scientist/ ML Engineer,-0.25746171730229633,0.42600000000000005
2024,medior,ft,data scientist,90000,usd,90000,us,0,us,m,1.0,ai,1.3786764705882353,Data Scientist/ ML Engineer,-0.3474348899455776,0.69225
2024,senior,ft,data scientist,170000,usd,170000,us,0,us,m,1.0,ai,2.6041666666666665,Data Scientist/ ML Engineer,-0.08673872240348073,0.16862499999999958
2024,senior,ft,data scientist,140000,usd,140000,us,0,us,m,1.0,ai,2.144607843137255,Data Scientist/ ML Engineer,-0.2573118959180675,0.3372500000000001
2024,medior,ft,data scientist,170000,usd,170000,us,0,us,m,1.0,ai,2.6041666666666665,Data Scientist/ ML Engineer,0.13242203081858922,0.7277499999999999
2024,medior,ft,data scientist,145000,usd,145000,us,0,us,m,1.0,ai,2.221200980392157,Data Scientist/ ML Engineer,-0.01753325692021288,0.28400000000000003
2024,senior,ft,data engineer,233000,usd,233000,us,0,us,m,1.0,ai,3.5692401960784315,Data Engineer,0.27146494197715165,1.2309624999999993
2024,senior,ft,data engineer,140000,usd,140000,us,0,us,m,1.0,ai,2.144607843137255,Data Engineer,-0.2573118959180675,0.3372500000000001
2024,senior,ft,data analyst,202800,usd,202800,us,0,us,m,1.0,ai,3.1066176470588234,Data Analyst,0.0997546139724675,0.7217149999999993
2024,senior,ft,data analyst,108200,usd,108200,us,0,us,m,1.0,ai,1.6574754901960784,Data Analyst,-0.43811945984352946,0.8734774999999999
2024,executive,ft,head of data,190000,usd,190000,us,0,us,m,1.0,ai,2.9105392156862746,Leaders,-0.25726964185138407,0.22639467592592585
2024,executive,ft,head of data,150000,usd,150000,us,0,us,m,1.0,ai,2.297794117647059,Leaders,-0.788389935594715,0.8509317129629625
2024,senior,ft,data scientist,214872,usd,214872,us,100,us,m,1.0,ai,3.291544117647059,Data Scientist/ ML Engineer,0.16839325899473728,0.9252790999999994
2024,senior,ft,data scientist,186846,usd,186846,us,100,us,m,1.0,ai,2.8622242647058824,Data Scientist/ ML Engineer,0.009043800297410325,0.45269067499999965
2024,junior,ft,data scientist,35000,gbp,43750,gb,0,gb,m,1.25,ai,1.0106493566494952,Data Scientist/ ML Engineer,-0.5306214937805398,0.6942377948622254
2024,junior,ft,data scientist,30000,gbp,37500,gb,0,gb,m,1.25,ai,0.8662708771281388,Data Scientist/ ML Engineer,-0.6519569542714639,0.9390743366707165
2024,senior,ft,data engineer,145360,usd,145360,us,100,us,m,1.0,ai,2.2267156862745097,Data Engineer,-0.22683615558346135,0.24686700000000023
2024,senior,ft,data engineer,107440,usd,107440,us,100,us,m,1.0,ai,1.6458333333333333,Data Engineer,-0.442440646905899,0.8862929999999998
2024,senior,ft,applied scientist,212800,usd,212800,us,0,us,l,1.0,ai,3.2598039215686274,Data Scientist/ ML Engineer,0.1566123384773298,0.8903399999999994
2024,senior,ft,applied scientist,115100,usd,115100,us,0,us,l,1.0,ai,1.7631740196078431,Data Scientist/ ML Engineer,-0.3988876299351745,0.7571262499999999
2024,senior,ft,ai software engineer,174000,usd,174000,us,0,us,m,1.0,ai,2.6654411764705883,Software Engineer,-0.06399563260153573,0.2360749999999998
2024,senior,ft,ai software engineer,116000,usd,116000,us,0,us,m,1.0,ai,1.7769607843137254,Software Engineer,-0.39377043472973694,0.74195
2024,medior,ft,data engineer,181700,usd,181700,us,0,us,m,1.0,ai,2.783394607843137,Data Engineer,0.2026011054803486,0.935425
2024,medior,ft,data engineer,64300,usd,64300,us,0,us,m,1.0,ai,0.9849877450980392,Data Engineer,-0.5015889257410663,1.148425
2024,junior,ft,data analyst,26800,gbp,33500,gb,0,gb,m,1.25,ai,0.7738686502344706,Data Analyst,-0.7296116489856556,1.095769723428151
2024,junior,ft,data analyst,26800,gbp,33500,gb,0,gb,m,1.25,ai,0.7738686502344706,Data Analyst,-0.7296116489856556,1.095769723428151
2024,medior,ft,data engineer,185000,usd,185000,us,0,us,l,1.0,ai,2.8339460784313726,Data Engineer,0.22239520346187056,0.9940000000000001
2024,medior,ft,data engineer,81000,usd,81000,us,0,us,l,1.0,ai,1.2408088235294117,Data Engineer,-0.40141879353154636,0.8520000000000001
2024,senior,ft,encounter data management professional,96200,usd,96200,us,0,us,m,1.0,ai,1.4736519607843137,Uncategorized,-0.5063487292493642,1.0758274999999997
2024,senior,ft,encounter data management professional,69800,usd,69800,us,0,us,m,1.0,ai,1.0692401960784315,Uncategorized,-0.6564531219422005,1.5209974999999993
2024,junior,ft,data analyst,77280,usd,77280,us,0,us,m,1.0,ai,1.1838235294117647,Data Analyst,-0.38508617531130257,0.40056961294049664
2024,junior,ft,data analyst,58000,usd,58000,us,0,us,m,1.0,ai,0.8884803921568627,Data Analyst,-0.6332921107142793,0.9014115155016368
2024,junior,ft,data scientist,26800,gbp,33500,gb,0,gb,m,1.25,ai,0.7738686502344706,Data Scientist/ ML Engineer,-0.7296116489856556,1.095769723428151
2024,junior,ft,data scientist,26800,gbp,33500,gb,0,gb,m,1.25,ai,0.7738686502344706,Data Scientist/ ML Engineer,-0.7296116489856556,1.095769723428151
2024,senior,ft,research scientist,178200,usd,178200,us,0,us,m,1.0,ai,2.729779411764706,Data Scientist/ ML Engineer,-0.04011538830949355,0.3068974999999999
2024,senior,ft,research scientist,74800,usd,74800,us,0,us,m,1.0,ai,1.1458333333333333,Data Scientist/ ML Engineer,-0.6280242596897695,1.4366849999999995
2024,junior,ft,business intelligence analyst,164500,usd,164500,us,0,us,m,1.0,ai,2.5199142156862746,Business Analyst,0.737762459846769,1.8651684960523787
2024,junior,ft,business intelligence analyst,67200,usd,67200,us,0,us,m,1.0,ai,1.0294117647058822,Business Analyst,-0.5148535938207427,0.6624205661467361
2024,senior,ft,data architect,165000,usd,165000,us,0,us,m,1.0,ai,2.5275735294117645,Architects,-0.11516758465591188,0.08431249999999954
2024,senior,ft,data architect,117000,usd,117000,us,0,us,m,1.0,ai,1.7922794117647058,Architects,-0.3880846622792507,0.7250874999999999
2024,junior,ft,data engineer,185000,usd,185000,us,0,us,l,1.0,ai,2.8339460784313726,Data Engineer,1.0016743724899755,2.397702676680147
2024,junior,ft,data engineer,81000,usd,81000,us,0,us,l,1.0,ai,1.2408088235294117,Data Engineer,-0.3371958184804379,0.30393414211438474
2024,medior,ft,data science,287800,usd,287800,us,0,us,m,1.0,ai,4.408700980392157,Data Scientist/ ML Engineer,0.8390113466438252,2.8187000000000006
2024,medior,ft,data science,287800,usd,287800,us,0,us,m,1.0,ai,4.408700980392157,Data Scientist/ ML Engineer,0.8390113466438252,2.8187000000000006
2024,senior,ft,data scientist,150000,usd,150000,us,0,us,m,1.0,ai,2.297794117647059,Data Scientist/ ML Engineer,-0.20045417141320518,0.16862500000000005
2024,senior,ft,data scientist,110000,usd,110000,us,0,us,m,1.0,ai,1.6850490196078431,Data Scientist/ ML Engineer,-0.42788506943265425,0.8431249999999998
2024,medior,ft,research engineer,250000,usd,250000,us,0,us,m,1.0,ai,3.829656862745098,Data Scientist/ ML Engineer,0.6122789515827561,2.1477500000000003
2024,medior,ft,research engineer,200000,usd,200000,us,0,us,m,1.0,ai,3.0637254901960786,Data Scientist/ ML Engineer,0.31236837610515195,1.2602500000000003
2024,senior,ft,machine learning engineer,200000,usd,200000,us,0,us,m,1.0,ai,3.0637254901960786,Data Scientist/ ML Engineer,0.0838344511111062,0.6744999999999998
2024,senior,ft,machine learning engineer,160000,usd,160000,us,0,us,m,1.0,ai,2.450980392156863,Data Scientist/ ML Engineer,-0.1435964469083429,0.0
2024,medior,ft,data scientist,172000,usd,172000,us,0,us,m,1.0,ai,2.6348039215686274,Data Scientist/ ML Engineer,0.14441845383769342,0.7632500000000001
2024,medior,ft,data scientist,75600,usd,75600,us,0,us,m,1.0,ai,1.1580882352941178,Data Scientist/ ML Engineer,-0.43380913568312757,0.94785
2024,medior,ft,applied scientist,191070,usd,191070,us,0,us,m,1.0,ai,2.9269301470588234,Data Scientist/ ML Engineer,0.25880434732485164,1.1017424999999998
2024,medior,ft,applied scientist,135900,usd,135900,us,0,us,m,1.0,ai,2.0818014705882355,Data Scientist/ ML Engineer,-0.07211698165713677,0.12247500000000029
2024,medior,ft,bi developer,38000,gbp,47500,gb,0,gb,m,1.25,ai,1.097276444362309,Data Analyst,-0.45762079801716427,1.0183138383885053
2024,medior,ft,bi developer,35000,gbp,43750,gb,0,gb,m,1.25,ai,1.0106493566494952,Data Analyst,-0.49154078178990906,1.118690377463097
2024,senior,ft,research engineer,282000,usd,282000,us,0,us,m,1.0,ai,4.319852941176471,Data Scientist/ ML Engineer,0.5500677920509769,2.0572249999999994
2024,senior,ft,research engineer,171000,usd,171000,us,0,us,m,1.0,ai,2.619485294117647,Data Scientist/ ML Engineer,-0.0810529499529944,0.18548749999999986
2024,senior,ft,applied scientist,260000,usd,260000,us,0,us,l,1.0,ai,3.982843137254902,Data Scientist/ ML Engineer,0.4249807981402797,1.6862499999999991
2024,senior,ft,applied scientist,136000,usd,136000,us,0,us,l,1.0,ai,2.0833333333333335,Data Scientist/ ML Engineer,-0.2800549857200123,0.40469999999999984
2024,medior,ft,data engineer,152800,usd,152800,us,0,us,m,1.0,ai,2.340686274509804,Data Engineer,0.02925279285429344,0.4224500000000002
2024,medior,ft,data engineer,149282,usd,149282,us,0,us,m,1.0,ai,2.2867953431372547,Data Engineer,0.008151084763689094,0.36000549999999987
2024,senior,ft,machine learning engineer,264500,usd,264500,us,100,us,m,1.0,ai,4.051776960784314,Data Scientist/ ML Engineer,0.4505667741674677,1.762131249999999
2024,senior,ft,machine learning engineer,165600,usd,165600,us,100,us,m,1.0,ai,2.536764705882353,Data Scientist/ ML Engineer,-0.11175612118562012,0.09442999999999963
2024,medior,ft,data scientist,228000,usd,228000,us,0,us,m,1.0,ai,3.4926470588235294,Data Scientist/ ML Engineer,0.48031829837261025,1.7572500000000002
2024,medior,ft,data scientist,134000,usd,134000,us,0,us,m,1.0,ai,2.0526960784313726,Data Scientist/ ML Engineer,-0.0835135835252858,0.08875000000000008
2024,senior,ft,data engineer,78000,eur,86666,lv,0,lv,m,1.111102564102564,ai,4.106225717805364,Data Engineer,0.470776368246583,1.8220675705486584
2024,senior,ft,data engineer,54000,eur,60000,lv,0,lv,m,1.1111111111111112,ai,2.8427935184307778,Data Engineer,0.0018317441117690124,0.43130162039230485
2024,senior,ft,applied scientist,199500,usd,199500,us,0,us,m,1.0,ai,3.0560661764705883,Data Scientist/ ML Engineer,0.08099156488586304,0.6660687499999997
2024,senior,ft,applied scientist,97400,usd,97400,us,0,us,m,1.0,ai,1.4920343137254901,Data Scientist/ ML Engineer,-0.49952580230878074,1.0555924999999997
2024,senior,ft,data engineer,155000,usd,155000,us,0,us,m,1.0,ai,2.374387254901961,Data Engineer,-0.17202530916077402,0.08431250000000003
2024,senior,ft,data engineer,139500,usd,139500,us,0,us,m,1.0,ai,2.1369485294117645,Data Engineer,-0.26015478214331067,0.3456812500000003
2024,medior,ft,data engineer,140000,usd,140000,us,0,us,m,1.0,ai,2.144607843137255,Data Engineer,-0.04752431446797333,0.19524999999999995
2024,medior,ft,data engineer,100000,usd,100000,us,0,us,m,1.0,ai,1.5318627450980393,Data Engineer,-0.28745277485005666,0.5147499999999999
2024,senior,ft,data engineer,205000,usd,205000,us,100,us,m,1.0,ai,3.1403186274509802,Data Engineer,0.11226331336353719,0.7588124999999993
2024,senior,ft,data engineer,155000,usd,155000,us,100,us,m,1.0,ai,2.374387254901961,Data Engineer,-0.17202530916077402,0.08431250000000003
2024,junior,ft,data analyst,110000,usd,110000,us,100,us,m,1.0,ai,1.6850490196078431,Data Analyst,0.0361429847709274,0.449406893895629
2024,junior,ft,data analyst,90000,usd,90000,us,100,us,m,1.0,ai,1.3786764705882353,Data Analyst,-0.22133205195415206,0.07013864818024249
2024,junior,ft,data analyst,83300,usd,83300,us,0,us,m,1.0,ai,1.2760416666666667,Data Analyst,-0.3075861892570536,0.24418640477565925
2024,junior,ft,data analyst,47500,usd,47500,us,0,us,m,1.0,ai,0.7276348039215687,Data Analyst,-0.7684665049949458,1.1741729250914692
2024,senior,ft,data scientist,208500,usd,208500,us,0,us,m,1.0,ai,3.1939338235294117,Data Scientist/ ML Engineer,0.132163516940239,0.8178312499999995
2024,senior,ft,data scientist,174000,usd,174000,us,0,us,m,1.0,ai,2.6654411764705883,Data Scientist/ ML Engineer,-0.06399563260153573,0.2360749999999998
2024,senior,ft,data engineer,170000,usd,170000,us,0,us,m,1.0,ai,2.6041666666666665,Data Engineer,-0.08673872240348073,0.16862499999999958
2024,senior,ft,data engineer,130000,usd,130000,us,0,us,m,1.0,ai,1.991421568627451,Data Engineer,-0.31416962042292973,0.505875
2024,medior,ft,data science manager,240000,usd,240000,us,0,us,m,1.0,ai,3.676470588235294,Other managers,0.5522968364872352,1.97025
2024,medior,ft,data science manager,180000,usd,180000,us,0,us,m,1.0,ai,2.7573529411764706,Other managers,0.19240414591411012,0.9052500000000001
2024,medior,ft,data engineer,90000,usd,90000,us,0,us,m,1.0,ai,1.3786764705882353,Data Engineer,-0.3474348899455776,0.69225
2024,medior,ft,data engineer,70000,usd,70000,us,0,us,m,1.0,ai,1.0723039215686274,Data Engineer,-0.46739912013661933,1.0472500000000002
2024,senior,ft,business intelligence analyst,138000,usd,138000,us,0,us,m,1.0,ai,2.113970588235294,Business Analyst,-0.26868344081904,0.3709750000000002
2024,senior,ft,business intelligence analyst,110400,usd,110400,us,0,us,m,1.0,ai,1.6911764705882353,Business Analyst,-0.42561076045245977,0.8363799999999998
2024,senior,ft,data scientist,239000,usd,239000,us,100,us,m,1.0,ai,3.6611519607843137,Data Scientist/ ML Engineer,0.30557957668006897,1.3321374999999993
2024,senior,ft,data scientist,159000,usd,159000,us,100,us,m,1.0,ai,2.4356617647058822,Data Scientist/ ML Engineer,-0.1492822193588292,0.016862500000000297
2024,senior,ft,data engineer,145000,usd,145000,us,0,us,m,1.0,ai,2.221200980392157,Data Engineer,-0.22888303366563634,0.2529375000000001
2024,senior,ft,data engineer,115000,usd,115000,us,0,us,m,1.0,ai,1.7616421568627452,Data Engineer,-0.3994562071802231,0.7588124999999998
2024,senior,ft,data engineer,185000,usd,185000,us,0,us,m,1.0,ai,2.8339460784313726,Data Engineer,-0.0014521356461872639,0.4215624999999996
2024,senior,ft,data engineer,160000,usd,160000,us,0,us,m,1.0,ai,2.450980392156863,Data Engineer,-0.1435964469083429,0.0
2024,medior,ft,applied scientist,210000,usd,210000,us,0,us,m,1.0,ai,3.2169117647058822,Data Scientist/ ML Engineer,0.37235049120067265,1.4377499999999999
2024,medior,ft,applied scientist,160000,usd,160000,us,0,us,m,1.0,ai,2.450980392156863,Data Scientist/ ML Engineer,0.07243991572306847,0.5502500000000002
2024,junior,ft,data science,128750,usd,128750,us,0,us,m,1.0,ai,1.9722732843137254,Data Scientist/ ML Engineer,0.2775258317006893,0.9364808395917582
2024,junior,ft,data science,61875,usd,61875,us,0,us,m,1.0,ai,0.9478400735294118,Data Scientist/ ML Engineer,-0.583406322348795,0.8007495667244365
2024,senior,ft,machine learning engineer,240000,usd,240000,ca,0,ca,m,1.0,ai,5.159071367153913,Data Scientist/ ML Engineer,0.8615581668663503,2.9810232158211507
2024,senior,ft,machine learning engineer,178000,usd,178000,ca,0,ca,m,1.0,ai,3.8263112639724848,Data Scientist/ ML Engineer,0.36688129702112376,1.5139422184006868
2024,junior,ft,research analyst,91200,usd,91200,us,0,us,m,1.0,ai,1.3970588235294117,Data Analyst,-0.20588354975064735,0.03896591565569031
2024,junior,ft,research analyst,58200,usd,58200,us,0,us,m,1.0,ai,0.8915441176470589,Data Analyst,-0.6307173603470284,0.8962160600808778
2024,senior,ft,data engineer,122000,usd,122000,us,0,us,m,1.0,ai,1.8688725490196079,Data Engineer,-0.3596558000268195,0.6407749999999999
2024,senior,ft,data engineer,94500,usd,94500,us,0,us,m,1.0,ai,1.447610294117647,Data Engineer,-0.5160145424151908,1.1044937499999998
2024,medior,ft,data analyst,152300,usd,152300,us,0,us,m,1.0,ai,2.3330269607843137,Data Analyst,0.026253687099517344,0.4135750000000001
2024,medior,ft,data analyst,76200,usd,76200,us,0,us,m,1.0,ai,1.1672794117647058,Data Analyst,-0.4302102087773964,0.9372
2024,senior,ft,machine learning engineer,336000,usd,336000,ca,100,ca,m,1.0,ai,7.222699914015477,Data Scientist/ ML Engineer,1.6275094492073459,5.252632502149611
2024,senior,ft,machine learning engineer,304000,usd,304000,ca,100,ca,m,1.0,ai,6.534823731728289,Data Scientist/ ML Engineer,1.3721923550936808,4.495429406706791
2024,medior,ft,data analyst,70000,usd,70000,us,100,us,m,1.0,ai,1.0723039215686274,Data Analyst,-0.46739912013661933,1.0472500000000002
